id,name,team,GW 1,GW 2,GW 3,GW 4,GW 5,GW 6,GW 7,GW 8,GW 9,GW 10,GW 11,GW 12,GW 13,GW 14,GW 15,GW 16,GW 17,GW 18,GW 19,GW 20,GW 21,GW 22,GW 23,GW 24,GW 25,GW 26,GW 27,GW 28,GW 29,GW 30,GW 31,GW 32,GW 33,GW 34,GW 35,GW 36,GW 37,GW 38
597,Onana,Man Utd,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.8,4.9,4.9,4.9,4.5,4.5,4.5,4.5,4.400000095367432
617,Højlund,Man Utd,7.0,7.0,7.0,7.0,7.0,7.1,7.1,7.1,7.2,7.2,7.1,7.1,7.1,7.0,7.0,6.9,6.9,6.8,6.8,6.8,6.8,6.8,6.9,7.0,7.1,7.2,7.1,7.0,0.0,7.0,7.0,7.0,7.0,5.099999904632568,4.900000095367432,4.900000095367432,4.800000190734863,5.0
632,Forson,Man Utd,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568
695,Altay,Man Utd,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,3.9,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
703,Evans,Man Utd,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.199999809265137,4.0,4.0,4.0,4.400000095367432
709,Amrabat,Man Utd,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863
766,Kambwala,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863
826,Collyer,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
833,Ogunneye,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568,4.099999904632568
835,Mee,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
846,Amass,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.099999904632568,4.099999904632568,4.099999904632568
204,Hall,Newcastle,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.2,0.0,4.2,4.2,4.2,4.2,4.400000095367432,4.199999809265137,4.300000190734863,4.300000190734863,4.300000190734863
402,Almirón,Newcastle,6.5,6.5,6.4,6.4,6.3,6.3,6.3,6.3,6.4,6.4,6.3,6.3,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.1,6.1,6.1,6.1,6.1,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
403,Anderson,Newcastle,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,0.0,4.2,4.2,4.2,4.2,5.699999809265137,5.900000095367432,5.699999809265137,5.800000190734863,5.800000190734863
405,Botman,Newcastle,4.5,4.5,4.5,4.5,4.5,4.6,4.7,4.7,4.7,4.7,4.6,4.6,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.599999904632568,4.699999809265137,4.599999904632568,4.599999904632568,4.699999809265137
406,Bruno G.,Newcastle,6.0,6.0,5.9,5.9,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,0.0,5.8,5.8,5.8,5.8,5.599999904632568,5.699999809265137,5.300000190734863,5.5,5.300000190734863
407,Burn,Newcastle,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.6,4.7,4.7,4.7,4.6,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.5,4.5,4.300000190734863,4.199999809265137,4.400000095367432,4.400000095367432,4.400000095367432
409,Dubravka,Newcastle,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.0,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,0.0,4.2,4.2,4.2,4.2,4.5,4.599999904632568,4.5,4.5,4.5
411,Gillespie,Newcastle,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,4.0,4.0,4.0,4.0,4.0
412,Gordon,Newcastle,5.5,5.5,5.5,5.5,5.5,5.5,5.6,5.6,5.6,5.7,5.7,5.8,5.8,5.9,6.0,6.1,6.2,6.2,6.2,6.1,6.1,6.1,6.2,6.1,6.1,6.1,6.1,6.1,0.0,6.0,6.0,6.0,6.0,7.5,7.199999809265137,7.900000095367432,7.400000095367432,7.599999904632568
415,Isak,Newcastle,7.5,7.6,7.7,7.7,7.7,7.6,7.6,7.5,7.5,7.5,7.4,7.4,7.4,7.5,7.5,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.5,7.5,7.5,7.5,7.5,0.0,7.6,7.7,7.9,7.9,8.0,8.100000381469727,8.600000381469727,8.5,8.399999618530273
416,Joelinton,Newcastle,6.0,6.0,5.9,5.9,5.9,5.9,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,0.0,5.8,5.8,5.8,5.8,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863
417,Krafth,Newcastle,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.300000190734863,4.199999809265137,4.400000095367432,4.400000095367432,4.400000095367432
419,Lascelles,Newcastle,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,4.0,4.0,4.1,4.1,4.1,4.2,4.2,4.2,4.2,4.2,4.2,4.1,4.1,4.1,4.1,4.0,4.0,4.0,3.9,0.0,3.9,3.9,3.9,3.8,4.699999809265137,4.800000190734863,4.699999809265137,4.699999809265137,4.699999809265137
421,Longstaff,Newcastle,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.8,4.8,4.8,4.8,5.199999809265137,5.199999809265137,5.199999809265137,5.199999809265137,5.199999809265137
423,J.Murphy,Newcastle,5.0,5.0,5.0,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,4.8,4.8,4.8,4.8,5.099999904632568,4.900000095367432,5.0,4.900000095367432,4.900000095367432
424,Pope,Newcastle,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,5.3,5.3,5.3,5.3,4.5,4.5,4.5,4.400000095367432,4.5
425,Ritchie,Newcastle,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0.0,4.3,4.3,4.3,4.3,4.800000190734863,4.699999809265137,4.800000190734863,4.800000190734863,4.800000190734863
427,Schär,Newcastle,5.0,5.0,5.0,5.0,5.0,5.0,5.1,5.1,5.2,5.2,5.2,5.2,5.2,5.2,5.3,5.3,5.3,5.3,5.3,5.3,5.2,5.2,5.3,5.3,5.3,5.4,5.4,5.4,0.0,5.5,5.5,5.5,5.5,4.400000095367432,4.400000095367432,4.5,4.400000095367432,4.5
428,Targett,Newcastle,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,0.0,4.2,4.2,4.2,4.2,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
429,Tonali,Newcastle,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.4,5.4,5.3,5.3,5.3,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,0.0,5.2,5.2,5.2,5.2,5.0,5.099999904632568,5.0,5.0,5.099999904632568
430,Trippier,Newcastle,6.5,6.5,6.5,6.5,6.5,6.5,6.7,6.8,6.9,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.9,6.9,6.9,6.8,6.7,6.7,6.7,6.8,6.9,6.9,6.9,6.8,0.0,6.7,6.7,6.6,6.6,5.099999904632568,5.099999904632568,5.0,5.099999904632568,5.099999904632568
432,Willock,Newcastle,5.5,5.5,5.4,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.0,5.3,5.3,5.3,5.3,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
433,Wilson,Newcastle,8.0,8.0,7.9,7.9,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.9,7.9,7.8,7.8,7.8,7.8,7.8,7.9,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,0.0,7.8,7.8,7.8,7.8,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432
580,Karius,Newcastle,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,3.9000000953674316,3.9000000953674316,3.9000000953674316,4.0,4.0
581,Dummett,Newcastle,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863
603,Barnes,Newcastle,6.5,6.5,6.5,6.5,6.4,6.4,6.3,6.3,6.3,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,0.0,6.2,6.2,6.2,6.2,5.300000190734863,5.699999809265137,5.300000190734863,5.599999904632568,5.400000095367432
633,Livramento,Newcastle,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.2,4.2,4.1,4.1,4.1,0.0,4.1,4.1,4.1,4.0,4.400000095367432,4.5,4.5,4.599999904632568,4.5
634,A.Murphy,Newcastle,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,0.0,3.9,3.9,3.9,3.9,4.199999809265137,4.099999904632568,4.199999809265137,4.199999809265137,4.199999809265137
635,Miley,Newcastle,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432,4.900000095367432
738,Diallo,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568
739,Parkinson,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.900000095367432,4.5,4.900000095367432,4.800000190734863
794,White,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568
795,Hernes,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.599999904632568,4.699999809265137,4.800000190734863,4.699999809265137,4.800000190734863
23,Tavares,Nott'm Forest,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863
28,Turner,Nott'm Forest,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.1,4.1,4.1,4.1,4.1,4.1,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,4.800000190734863,4.699999809265137,4.699999809265137,4.699999809265137,4.699999809265137
205,Hudson-Odoi,Nott'm Forest,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,5.099999904632568,5.199999809265137,5.199999809265137,4.800000190734863,4.900000095367432
378,Elanga,Nott'm Forest,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.900000095367432,6.099999904632568,6.699999809265137,5.800000190734863,6.099999904632568
435,Arter,Nott'm Forest,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.599999904632568,4.599999904632568,4.5,4.599999904632568,4.5
437,Awoniyi,Nott'm Forest,6.5,6.5,6.5,6.5,6.6,6.6,6.6,6.6,6.5,6.5,6.4,6.4,6.4,6.4,6.4,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,5.699999809265137,5.599999904632568,5.599999904632568,5.599999904632568,5.599999904632568
439,Boly,Nott'm Forest,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
442,Danilo,Nott'm Forest,5.5,5.5,5.5,5.4,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,4.900000095367432,4.699999809265137,4.900000095367432,4.699999809265137,4.800000190734863
445,Felipe,Nott'm Forest,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
447,Gibbs-White,Nott'm Forest,6.0,6.0,6.0,5.9,5.9,5.9,5.9,5.8,5.8,5.8,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.900000095367432,5.699999809265137,6.400000095367432,6.099999904632568,6.300000190734863
448,Hennessey,Nott'm Forest,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,4.0,3.9000000953674316,4.0,4.0,4.0
451,Kouyaté,Nott'm Forest,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568
457,Niakhaté,Nott'm Forest,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.199999809265137,4.099999904632568,4.199999809265137,4.199999809265137,4.199999809265137
465,Toffolo,Nott'm Forest,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863
467,Williams,Nott'm Forest,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.599999904632568,4.599999904632568,4.599999904632568,4.699999809265137,4.599999904632568
468,Wood,Nott'm Forest,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.9,5.099999904632568,5.400000095367432,5.099999904632568,5.099999904632568,5.0
470,Yates,Nott'm Forest,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.699999809265137,4.800000190734863,4.800000190734863,4.699999809265137,4.800000190734863
604,Aina,Nott'm Forest,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863,4.300000190734863
637,Powell,Nott'm Forest,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.099999904632568,4.0,4.0,4.0,4.0
679,G.Montiel,Nott'm Forest,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.199999809265137,4.099999904632568,4.099999904632568,4.199999809265137,4.199999809265137
696,Murillo,Nott'm Forest,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568,4.599999904632568
710,Odysseas,Nott'm Forest,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.0,4.0,4.0,4.0,4.0
711,Omobamidele,Nott'm Forest,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.400000095367432,4.300000190734863,4.400000095367432,4.300000190734863,4.300000190734863
712,Dominguez,Nott'm Forest,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.699999809265137,4.699999809265137,4.800000190734863,4.800000190734863,4.800000190734863
713,Sangaré,Nott'm Forest,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.5,4.5,4.5,4.5,4.5
714,Origi,Nott'm Forest,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
779,McDonnell,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432
780,Osong,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.400000095367432,4.400000095367432,4.400000095367432,4.400000095367432,4.5
781,Gardner,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.599999904632568,4.599999904632568,4.5,4.599999904632568,4.599999904632568
801,Reyna,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.9,4.8,4.8,4.7,4.7,4.7,4.7,4.7,4.599999904632568,4.800000190734863,4.800000190734863,4.699999809265137,4.599999904632568
808,Sels,Nott'm Forest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
